Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
ジャンフランコ・フォスキーノ,2973,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ヴィンセント・ブロー,2974,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
アブデルカデール・ベンチャマ,2975,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
アグア・チョウ,2976,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
モハメド・アラム,2977,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
マルク・カエラス,2978,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ブレンダ・ロサノ,2979,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ワン・チョン,2980,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ローワン・ゲッディス,2981,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
マリオ・リッツィ,2982,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ティボー・カペラン&クロエ・フリク,2983,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
クラウディオ・ゼッキ,2984,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ジャン＝マキシム・デュフレーヌ＆ヴィルジニー・ラガニエール,2985,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ケルスティン・ブレチュ,2986,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
"はじめましてクラシック〜金管五重奏 2）6〜18ヶ月",2987,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"咲かせよう！ 音楽の花 1） 6 ヶ月～18ヶ月",2988,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"咲かせよう！ 音楽の花 2）19ヶ月～35ヶ月",2989,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
リズミカル・キッチン,2990,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"One Day コーラス",2991,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"コオロギの大冒険 2） 6 ヶ月～18ヶ月",2992,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"コオロギの大冒険 1）19ヶ月～35ヶ月",2993,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 1）6〜18ヶ月",2994,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 2）5 歳～ 6 歳",2995,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 1） 6 ヶ月～18ヶ月",2996,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 2）3歳～14歳",2997,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
ボディ・ビート,2998,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 1）5 歳～ 6 歳",2999,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 2）3 歳～ 4 歳",3000,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"動物たんてい〜かくれているのは、だあれだ？〜 1）19ヶ月～35ヶ月",3001,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"動物たんてい〜かくれているのは、だあれだ？〜 2）3 歳～ 4 歳",3002,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"咲かせよう！ 音楽の花 1）19ヶ月～35ヶ月",3003,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"咲かせよう！ 音楽の花 2）6 ヶ月～18ヶ月",3004,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 1）6 ヶ月～18ヶ月",3005,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 2）19ヶ月～35ヶ月",3007,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 3）3 歳～ 4 歳",3008,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"One Day セッション〜歌って奏でる日本の風景〜",3009,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"動物たんてい〜かくれているのは、だあれだ？〜 1）6ヶ月～18ヶ月",3011,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"動物たんてい〜かくれているのは、だあれだ？〜 2）19ヶ月～35ヶ月",3013,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"機関誌「ART BRIDGE」の発行",3014,,2016,2016,,無し,,無し,,なし,なし
ボディ・ビート,3015,東京文化会館,2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
新制作A・チーズを探せ！くいしんぼうネズミ！,3016,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
新制作B・ミュージック・レター,3018,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 1）3 歳～ 4 歳",3019,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 2）5 歳～ 6 歳",3020,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
リズミカル・キッチン,3021,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"ライオン・ビート 1）6 ヶ月～18ヶ月",3022,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"ライオン・ビート 2）19ヶ月～35ヶ月",3023,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"One Day コーラス",3024,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"はじめましてクラシック～ヴァイオリン＆ピアノ 1）19 ヶ月～35ヶ月",3025,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"はじめましてクラシック～ヴァイオリン＆ピアノ 2）6 ヶ月～18ヶ月",3026,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"タネまき、タネまき、大きくなあれ！ 1）19ヶ月～35ヶ月",3027,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"タネまき、タネまき、大きくなあれ！  2） 3歳～4歳",3028,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
クラシックであそぼう！,3029,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
めざせ！おんがく忍者！1）3〜4歳,3030,大島町岡田保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
文京区立青柳幼稚園（2017年1月31日）,3031,文京区立青柳幼稚園,2016,2016,,無し,,無し,,なし,なし
小平市立小平第九小学校（2017年2月2日）,3033,小平市立小平第九小学校,2016,2016,,無し,,無し,,なし,なし
カラダ・オト・ウタウ,3034,"大島町野増センター - 体育館",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ(大島町差木地保育園),3035,大島町差木地保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ(大島町子ども家庭支援センター),3036,大島町子ども家庭支援センター,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"めざせ！おんがく忍者！ 1）3〜4歳",3037,大島町元町保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ,3038,大島町子ども家庭支援センター,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
小金井市立小金井第二小学校（特別支援学級）（2017年2月16日）,3043,小金井市立小金井第二小学校（特別支援学級）,2016,2016,,無し,,無し,,なし,なし
めざせ！おんがく忍者！2）5〜6歳,3047,大島町岡田保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
台東区立台桜幼稚園（2017年2月20日）,3048,台東区立台桜幼稚園,2016,2016,,無し,,無し,,なし,なし
"めざせ！おんがく忍者！ 2）5〜6歳",3053,大島町元町保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ1）3〜4歳,3054,大島町北ノ山保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ2）5〜6歳,3055,大島町北ノ山保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
ブリティッシュ・カウンシルとの連携,3059,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
ネットワーカープログラム,3060,,2015,2015,,無し,,無し,,なし,なし
"とびだせ！おんがくたんけん隊 1）6〜18ヶ月",3061,"パルテノン多摩 - リハーサル室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"とびだせ！おんがくたんけん隊 2）19〜35ヶ月",3064,"パルテノン多摩 - リハーサル室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"ムジカ・ピッコラ 1）3 歳～4 歳",3065,"パルテノン多摩 - リハーサル室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 1）6〜18ヶ月",3066,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
募集プログラム　プログラムA　スティールパン,3067,トッピングイースト,2016,2016,,無し,,無し,,なし,なし
"森の王様のフェスタ 2）4 歳～ 6 歳",3070,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
GO！ワイルド！,3071,"たましんRISURUホール（立川市民会館） -  地下展示室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"はじめましてクラシック〜ヴァイオリン＆ピアノ〜 1）6〜18ヶ月",3074,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
森の王様のフェスタ,3076,"たましんRISURUホール（立川市民会館） -  地下展示室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"はじめましてクラシック〜ヴァイオリン＆ピアノ〜 2）19ヶ月〜3歳",3077,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
ムジカ・ピッコラ,3078,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
チーズを探せ！くいしんぼうネズミ！,3079,カーザ・ダ・ムジカ（ポルトガル）,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"With My Baby（マタニティ・ワークショップ）",3081,寿子ども家庭支援センター,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
募集プログラム　プログラムB　義太夫,3083,トッピングイースト,2016,2016,,無し,,無し,,なし,なし
"東京都立大塚ろう学校 城東分教室",3084,東京都立大塚ろう学校城東分教室,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立八王子特別支援学校,3086,東京都立八王子特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立八王子特別支援学校,3087,東京都立八王子特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立清瀬特別支援学校,3088,東京都立清瀬特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立八王子特別支援学校,3090,東京都立八王子特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
久我山青光学園,3091,東京都立久我山青光学園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
久我山青光学園,3093,東京都立久我山青光学園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立王子特別支援学校,3094,東京都立王子特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
募集プログラム　プログラムC　ウクレレ,3095,トッピングイースト,2016,2016,,無し,,無し,,なし,なし
東京都立城東特別支援学校,3097,東京都立城東特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立鹿本学園,3099,東京都立鹿本学園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立小平特別支援学校,3101,東京都立小平特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"台東区老人福祉センター 大集会室",3104,"台東区老人福祉センター - 大集会室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
プレトークイベント「この街の音楽の未来を語ろう」,3105,"すみだ北斎美術館 - MARUGEN100（講座室）",2016,2016,,無し,,無し,,なし,なし
"ケアハウス松が谷 デイルーム",3108,"ケアハウス松が谷 - デイルーム",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
有料老人ホームリブイン（足立邦栄会）,3111,有料老人ホームリブイン（足立邦栄会）,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
特別養護老人ホームさくら（足立邦栄会）,3115,特別養護老人ホームさくら（足立邦栄会）,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"くらまえ高齢者在宅サービスセンター 6Fデイルーム",3117,"くらまえ高齢者在宅サービスセンター - 6Fデイルーム",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
あさくさ高齢者在宅サービスセンター,3120,あさくさ高齢者在宅サービスセンター,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
高齢者向け音楽プログラム開発のためのトレーニング,3123,"東京文化会館 - リハーサル室B",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
発表会「ほくさい音楽博」,3125,回向院,2017,2016,,無し,,無し,,なし,なし
"[2017]ワンダーシード2018関連企画ワークショップ  種から咲かそう！ワンダーフラワー",3127,トーキョーアーツアンドスペース本郷,2017,2017,,有り,英語,無し,,,なし
ワンダーシード2018,3130,トーキョーアーツアンドスペース本郷,2017,2017,,有り,英語,無し,,,なし
"[オープン・スタジオ 2017-2018]2017.7.21 -7.23",3133,トーキョーアーツアンドスペースレジデンシー|トーキョーアーツアンドスペースレジデンシー★重複,2017,2017,,有り,英語,無し,,,なし
大田区立馬込第二小学校,3136,大田区立馬込第二小学校,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
大田区立大森第一小学校,3138,大田区立大森第一小学校,2017,,,有り,英語,無し,,なし,なし
町田市立高ヶ坂小学校,3140,町田市立高ヶ坂小学校,2017,2017,,有り,英語,無し,,なし,なし
北区立赤羽台西小学校,3142,北区立赤羽台西小学校,2017,2017,,有り,英語,無し,,なし,なし
八王子市立恩方第一小学校,3143,八王子市立恩方第一小学校,2017,2017,,有り,英語,無し,,なし,なし
杉並区立済美養護学校,3145,杉並区立済美養護学校,2017,2017,,有り,英語,無し,,なし,なし
品川区立荏原平塚学園,3147,品川区立荏原平塚学園,2017,2017,,有り,英語,無し,,なし,なし
立教女学院小学校,3149,立教女学院小学校,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
豊島区立池袋第三小学校,3151,豊島区立池袋第三小学校,2017,2017,,有り,英語,無し,,なし,なし
江東区立第五大島小学校,3153,江東区立第五大島小学校,2017,2017,,有り,英語,無し,,なし,なし
東京都立南大沢学園,3155,東京都立南大沢学園,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
中野区立鷺宮小学校,3157,中野区立鷺宮小学校,2017,2017,,有り,英語,無し,,なし,なし
目黒区立下目黒小学校,3159,目黒区立下目黒小学校,2017,2017,,有り,英語,無し,,なし,なし
練馬区立早宮小学校,3161,練馬区立早宮小学校,2017,2017,,有り,,無し,,なし,あり・チラシ画像|あり・その他画像
調布市立第一小学校,3163,調布市立第一小学校,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"[オープン・スタジオ 2017-2018]2017.11.10-11.12",3164,トーキョーアーツアンドスペースレジデンシー|トーキョーアーツアンドスペースレジデンシー★重複,2017,2017,,無し,,無し,,,
葛飾区立本田小学校,3165,葛飾区立本田小学校,2017,2017,,有り,英語,無し,,なし,なし
八王子市立横川小学校,3167,八王子市立横川小学校,2017,2017,,有り,英語,無し,,なし,なし
オペラの登場人物になる！《童子》,3169,"東京文化会館 - リハーサル室B|東京芸術劇場|東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
北区立第四岩淵小学校,3170,北区立第四岩淵小学校,2017,2017,,有り,英語,無し,,なし,なし
板橋区立志村小学校,3172,板橋区立志村小学校,2017,2017,,有り,英語,無し,,なし,なし
"[オープン・スタジオ 2017-2018]2018.3.9-3.11",3174,トーキョーアーツアンドスペースレジデンシー|トーキョーアーツアンドスペースレジデンシー★重複,2017,2017,,有り,英語,無し,,,なし
世田谷区立上北沢小学校,3175,世田谷区立上北沢小学校,2017,2017,,有り,英語,無し,,なし,なし
府中市立日新小学校,3177,府中市立日新小学校,2017,2017,,有り,英語,無し,,なし,なし
オペラの登場人物になる！《合唱・演技》,3179,"東京文化会館 - リハーサル室B|東京芸術劇場|東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東久留米市立第三小学校,3180,東久留米市立第三小学校,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
東村山市立東萩山小学校,3182,東村山市立東萩山小学校,2017,2017,,有り,英語,無し,,なし,なし
東大和市立第一小学校,3184,東大和市立第一小学校,2017,2017,,有り,英語,無し,,なし,なし
大島町立つばき小学校,3186,大島町立つばき小学校,2017,2017,,有り,英語,無し,,なし,なし
世田谷区立芦花小学校,3189,世田谷区立芦花小学校,2017,2017,,有り,英語,無し,,なし,なし
西東京市立谷戸小学校,3190,西東京市立谷戸小学校,2017,2017,,有り,英語,無し,,なし,なし
葛飾区立保田しおさい学校,3192,葛飾区立保田しおさい学校,2017,2017,,有り,英語,無し,,なし,なし
東京都立八王子特別支援学校,3194,東京都立八王子特別支援学校,2018,2018,,有り,英語,無し,,なし,なし
荒川区立大門小学校,3196,荒川区立大門小学校,2018,2018,,有り,英語,無し,,なし,なし
国立市立国立第五小学校,3198,国立市立国立第五小学校,2018,2018,,有り,英語,無し,,なし,なし
立川市立新生小学校,3200,立川市立新生小学校,2018,2018,,有り,英語,無し,,なし,なし
"ミュージック・プログラム・トーキョーMusic　EducationProgram Talk & lesson",3201,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
八王子市立長沼小学校,3203,,2018,2018,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
青梅市立河辺小学校,3204,青梅市立河辺小学校,2018,2018,,有り,英語,無し,,なし,なし
青梅市立友田小学校,3206,青梅市立友田小学校,2018,2018,,有り,英語,無し,,なし,なし
"TWS-Emerging 2017 Part.1",3208,トーキョーワンダーサイト本郷,2017,2017,,有り,英語,無し,,なし,なし
"TWS-Emerging 2017 Part.2",3210,トーキョーワンダーサイト本郷,2017,2017,,有り,英語,無し,,なし,なし
"TWS-Emerging 2017 Part.3",3211,トーキョーワンダーサイト本郷,2017,2017,,有り,英語,無し,,なし,なし
【2017】東京都江戸東京博物館　演芸プログラム,3213,"東京都江戸東京博物館 - 5F 常設展示室",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
東京フォーラム《連携と人財育成がヒラク未来》,3214,"東京文化会館 - 小ホール|東京文化会館 - 大会議室|東京文化会館 - 中会議室|東京文化会館 - リハーサル室B",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
首都圏文化施設における教育普及プログラム担当者のための意見交換会,3216,"東京文化会館 - 応接室１",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
【2017】浅草文化観光センター　日本舞踊プログラム,3218,"浅草文化観光センター - 6F",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"コハーン・イシュトヴァーン＆中野翔太 デュオ・コンサート",3219,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
平成29年度全国4館連携フォーラム実施報告会,3220,"東京文化会館 - 大会議室|東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"０〜３才児のためのはじめてのステージ 〜クラリネットってなあに？",3222,"調布市グリーンホール - 大ホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"小曽根 真ワークショップ「自分でみつける音楽」Vol.5",3226,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
東京都内における特別支援学校コンサート（東京都立青峰学園体育館）,3228,"東京都立青峰学園 ‐ 体育館",2016,2016,,無し,,無し,,なし,なし
オペラの登場人物になる！《合唱・演技》《ダンス》,3230,東京文化会館,2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
東京都内における特別支援学校コンサート（東京都立清瀬特別支援学校）,3231,東京都立清瀬特別支援学校,2016,2016,,無し,,無し,,なし,なし
東京都内における特別支援学校コンサート（東京都立白鷺特別支援学校）,3233,東京都立白鷺特別支援学校,2016,2016,,無し,,無し,,なし,なし
オペラの登場人物になる《工作》,3234,"東京文化会館 - 大会議室|赤坂区民センター - 研修室|東京文化会館 - 小ホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"[2017]渋谷自在 ―無限、あるいは自己の領域",3235,トーキョーワンダーサイト渋谷,2017,2017,,有り,英語,無し,,,なし
東京都内における特別支援学校コンサート（東京都立江東特別支援学校）,3238,東京都立江東特別支援学校,2016,2016,,無し,,無し,,なし,なし
練馬区立小竹小学校,3242,練馬区立小竹小学校,2017,2017,,無し,,無し,,なし,なし
"[2017]TWS渋谷 クロージング・イベント",3245,トーキョーワンダーサイト渋谷,2017,2017,,有り,英語,無し,,,なし
大田区立松仙小学校,3246,大田区立松仙小学校,2017,2017,,無し,,無し,,なし,なし
町田市立町田第三小学校,3248,町田市立町田第三小学校,2017,2017,,無し,,無し,,なし,なし
【2017】浅草文化観光センター　長唄三味線プログラム,3250,"浅草文化観光センター - 6F",2017,,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
江東区立大島南小学校,3252,江東区立大島南小学校,2017,2017,,無し,,無し,,なし,なし
台東区立坂本保育園,3254,台東区立坂本保育園,2017,2017,,無し,,無し,,なし,なし
八王子市立上柚木小学校,3256,八王子市立上柚木小学校,2017,2017,,無し,,無し,,なし,なし
江戸川区立鎌田東小学校,3258,江戸川区立鎌田東小学校,2017,2017,,無し,,無し,,なし,なし
葛飾区立堀切中学校,3260,葛飾区立堀切中学校,2017,2017,,無し,,無し,,なし,なし
八王子市立上壱分方小学校,3262,八王子市立上壱分方小学校,2017,2017,,無し,,無し,,なし,なし
新宿区立落合第五小学校,3264,新宿区立落合第五小学校,2017,2017,,無し,,無し,,なし,なし
西東京市立谷戸小学校,3266,西東京市立谷戸小学校,2017,2017,,無し,,無し,,なし,なし
東村山市立秋津小学校,3268,東村山市立秋津小学校,2017,2017,,無し,,無し,,なし,なし
八王子市立由井第一小学校,3270,八王子市立由井第一小学校,2017,2017,,無し,,無し,,なし,なし
北区立王子第二小学校,3272,北区立王子第二小学校,2017,2017,,無し,,無し,,なし,なし
台東区立柏葉中学校,3274,台東区立柏葉中学校,2017,2017,,無し,,無し,,なし,なし
小平市立小平第九小学校,3276,小平市立小平第九小学校,2017,2017,,無し,,無し,,なし,なし
台東区立根岸小学校,3278,台東区立根岸小学校,2017,2017,,無し,,無し,,なし,なし
江東区立つばめ幼稚園,3280,江東区立つばめ幼稚園,2017,2017,,無し,,無し,,なし,なし
江東区立浅間堅川小学校,3282,江東区立浅間堅川小学校,2017,2017,,無し,,無し,,なし,なし
台東区立浅草橋保育園,3284,台東区立浅草橋保育園,2017,2017,,無し,,無し,,なし,なし
荒川区立東日暮里幼稚園,3286,荒川区立東日暮里幼稚園,2017,2017,,無し,,無し,,なし,なし
福生市福生第二小学校,3288,福生市立福生第二小学校,2017,2017,,無し,,無し,,なし,なし
台東区立忍岡小学校,3290,台東区立忍岡小学校,2017,2017,,無し,,無し,,なし,なし
羽村市立羽村西小学校,3293,羽村市立羽村西小学校,2017,2017,,無し,,無し,,なし,なし
昭島市立多摩辺中学校,3295,昭島市立多摩辺中学校,2017,2017,,無し,,無し,,なし,なし
東村山市立大岱小学校,3298,東村山市立大岱小学校,2017,2017,,無し,,無し,,なし,なし
深川資料館通り商店街協同組合事務所1F,3300,"深川資料館通り商店街協同組合事務所 -1F",2017,2017,,無し,,無し,,,なし
八王子市立上川口小学校,3316,八王子市立上川口小学校,2017,2017,,無し,,無し,,なし,なし
墨田区立言問小学校,3319,墨田区立言問小学校,2017,2017,,無し,,無し,,なし,なし
文京区立後楽幼稚園,3321,文京区立後楽幼稚園,2017,2017,,無し,,無し,,なし,なし
台東区立上野小学校,3323,台東区立上野小学校,2017,2017,,無し,,無し,,なし,なし
八王子市立由木西小学校,3326,八王子市立由木西小学校,2017,2017,,無し,,無し,,なし,なし
八王子市立恩方第一小学校,3328,八王子市立恩方第一小学校,2017,2017,,無し,,無し,,なし,なし
東京文化会館ミュージック・ワークショップ「ムジカ・ピッコラ」,3329,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設|障害者も参加可能なワークショップ,なし,あり・チラシ画像
台東区立金曽木小学校,3330,台東区立金曽木小学校,2017,2017,,無し,,無し,,なし,なし
台東区立台東保育園,3331,台東区立台東保育園,2017,2017,,無し,,無し,,なし,なし
"台東区立大正幼稚園（Workshop Workshop!国際連携企画）",3332,台東区立大正幼稚園,2017,2017,,無し,,無し,,なし,なし
"C/Sensor-ed Scape",3334,トーキョーワンダーサイト本郷,2017,2017,,有り,英語,無し,,,なし
台東区立松が谷保育園,3335,台東区立松が谷保育園,2017,2017,,無し,,無し,,なし,なし
八王子市立第六小学校,3337,八王子市立第六小学校,2017,2017,,無し,,無し,,なし,なし
台東区立千束保育園,3339,台東区立千束保育園,2017,2017,,無し,,無し,,なし,なし
足立区立鹿浜西小学校,3341,足立区立鹿浜西小学校,2017,2017,,無し,,無し,,なし,なし
新宿区立西新宿小学校,3343,新宿区立西新宿小学校,2017,2017,,無し,,無し,,なし,なし
台東区立浅草小学校,3345,台東区立浅草小学校,2017,2017,,無し,,無し,,なし,なし
葛飾区立北住吉幼稚園,3347,葛飾区立北住吉幼稚園,2017,2017,,無し,,無し,,なし,なし
台東区立玉姫保育園,3349,台東区立玉姫保育園,2017,2017,,無し,,無し,,なし,なし
小金井市立小金井第一中学校（特別支援学級）,3351,小金井市立小金井第一中学校,2017,2017,,無し,,無し,,なし,なし
千代田区立番町幼稚園,3353,千代田区立番町幼稚園,2017,2017,,無し,,無し,,なし,なし
