Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
"[ 活動報告] JOURNAL東京迂回路研究３発行",3859,,2016,2016,,無し,,無し,,なし,なし
"[ 活動報告] JOURNAL東京迂回路研究３発行記念イベント：生き抜くための“ 迂回路” をめぐって",3860,"アーツカウンシル東京 - 3F ROOM302",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
ふわり◎シャボン玉,3863,"千住公園|足立区立千寿桜堤中学校 - 体育館|足立区立千寿桜堤中学校 - 校庭",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,あり・チラシ画像
リサーチプログラム「江古田スープ」,3866,練馬区江古田,2016,2016,,無し,,無し,,なし,なし
対談紀行2016秋桜篇,3868,イベントスペース甲子,2016,2016,,無し,,無し,,なし,なし
場所の発掘・調査,3871,東京都内各所,2016,2016,,無し,,無し,,なし,なし
「東京の物語にチェックインする」　東京ステイ　トークセッション＆ワークショップ,3872,BIGFUN平和島,2016,2016,,無し,,無し,,なし,なし
定時制高校：「言葉」のワークショップ,3876,定時制高校,2017,2016,,有り,,無し,,なし,なし
学校外活動：多文化ルービックキューブをつくる旅,3878,新宿区,2017,2016,,有り,,無し,,なし,なし
"シェアリングセッション（Sharing Session）",3880,ナングロガル（大久保ネパール料理店）,2016,2016,,有り,,無し,,なし,なし
人材育成プログラム,3882,,2016,2016,,有り,,無し,,なし,なし
"Artpoint Meeting ＃02 －公（おおやけ）をつくる－",3884,"Startup Hub Tokyo",2017,2016,,無し,,無し,,なし,なし
「不思議生物じゃーし」,3887,かまいしこども園,2016,2016,,無し,,無し,,なし,なし
「自分シール・自分マーク」,3889,かまいしこども園,2016,2016,,無し,,無し,,なし,なし
「ぐるぐるねんど」,3892,かまいしこども園,2017,2016,,無し,,無し,,なし,なし
"小金井と私 秘かな表現　想起の遠足",3893,"想起のインフォメーションセンター - シャトー１F codolabo|小金井市内各所|想起のインフォメーションセンター|フェスティバルコート（小金井市）|上水会館（小金井市）|ぬくい湯|上之原会館（小金井市）|caféアン|美術の森（小金井市）|くじら山（小金井市）|はけの森カフェ",2017,2017,,無し,,無し,,なし,あり・その他画像
"記憶と記録のプロジェクト：ノコノコスコープ in 釜石・大槌（岩手）",3894,岩手県釜石市|岩手県大槌町,2016,2016,,無し,,無し,,なし,なし
とうほくのこよみのよぶね（岩手）,3906,"釜石情報交流センター 釜石PIT|岩手県釜石市鵜住居町根浜海岸",2016,2016,,無し,,無し,,なし,なし
ニュースレター「まちはみんなのミュージアムだより」の発行,3910,,2017,2017,,無し,,無し,,なし,なし
湾域のリサーチ,3911,野々島|浦戸小中学校|七ヶ浜町|佐藤啓一宅|宮古島|仙台市|仙台うみの杜水族館,2016,2016,,無し,,無し,,なし,なし
平成29年度成果展「今まで気づかなかったまちの見えかた　……の地図をえがこう！」,3916,"小金井 宮地楽器ホール（小金井市民交流センター） - 地下1F 市民ギャラリー|小金井 宮地楽器ホール（小金井市民交流センター） - 1F マルチパーパススペースＢ",2018,2018,,無し,,無し,,なし,なし
まちはみんなのミュージアム　かがわ工房編,3921,"小金井アートスポットシャトー - 2F ギャラリー",2018,2018,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
松島湾とハゼ,3922,"松島湾|islands court",2016,2016,,無し,,無し,,なし,なし
海底タイムカプセル松島湾,3925,くろしおマリーナ,2016,2016,,無し,,無し,,なし,なし
湾域のネットワーキング,3927,"塩竈市浦戸|石巻蛤浜|islands court",2016,2016,,無し,,無し,,なし,なし
心のケアハウス・コミュニケーションワークショップ,3930,おおがわら子どもの心のケアハウス,2016,2016,,無し,,無し,,なし,なし
こころとからだと人をつなぐ演劇体験教室2017,3932,村田町立村田小学校,2016,2016,,無し,,無し,,なし,なし
ココロがおどるえずこでおどる～楠原竜也とダンスせいじんたちの舞～,3934,えずこホール（仙南芸術文化センター）,2016,2016,,無し,,無し,,なし,なし
学校連携共同ワークショップ（福島）,3936,"学校法人堀内学園富岡幼稚園|二本松市立塩沢幼稚園|福島県立福島東高等学校|川俣町立川俣南幼稚園|福島市立森合幼稚園|白河市立関辺幼稚園|学校法人松韻学園蓬莱もみじ幼稚園|福島市立福島養護学校高等部|岡ノ内幼稚園|三春町立三春中学校|会津若松市立第一中学校|福島市立金谷川幼稚園|二本松市立渋川小学校|学校法人鏡石学園 岡ノ内幼稚園",2016,2016,,無し,,無し,,なし,なし
トーク「文化の対象は、どこまで広がっているのか？」,3952,"いわき芸術文化交流館アリオス - カンティーネ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
ディスカッション「地域の多様性を大切にするためには？」,3953,"いわき芸術文化交流館アリオス - カンティーネ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"タバマ企画10周年 新作公演「コンダクター」",3955,"東京芸術劇場 - シアターイースト",2017,2017,,無し,,無し,,,なし
"BACH DANCE・MUSIC・PAINT 廣田あつ子 x 加藤訓子 x 広田 稔",3956,"東京芸術劇場 - シアターイースト",2017,2017,,無し,,無し,,,なし
フォーラム「なぜ、文化に政策が必要なのか？」,3957,"いわき産業創造館 - 企画展示ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
マナビバ。番外編：オノコロ勉強会（福島）,3959,"いわき市 アートスペースもりたか屋",2017,2016,,無し,,無し,,なし,なし
ラジオ下神白―あのときあのまちの音楽からいまここへ―,3961,"いわき市小名浜下神白 地内",2016,2016,,無し,,無し,,なし,なし
「ファーズ―Fase」,3964,"東京芸術劇場 - プレイハウス",2017,2017,,無し,,無し,,,なし
森のはこ舟アートプロジェクト2016,3965,"アーツカウンシル東京 - 3F ROOM302|福島県喜多方市|西会津市|三島町|猪苗代町|北塩原村|南相馬市",2016,2016,,無し,,無し,,なし,なし
"「時の渦－Vortex Temporum（ヴォルテックス・テンポラム）」",3972,"東京芸術劇場 - プレイハウス",2017,2017,,無し,,無し,,,なし
勅使川原三郎「月に吠える」,3974,"東京芸術劇場 - プレイハウス",2017,2017,,無し,,無し,,,なし
タレンツ・トーキョー,3976,有楽町朝日ホールスクエア,2016,2016,,有り,英語,無し,,なし,なし
マルタン・ズィメルマン「Hallo」,3979,"東京芸術劇場 - プレイハウス",2017,2017,,無し,,無し,,,なし
「オセロー」,3981,"東京芸術劇場 - プレイハウス",2017,2017,,無し,,無し,,,なし
「表にでろいっ！」海外公演,3983,明洞芸術劇場,2017,2017,,無し,,無し,,,なし
基礎プログラム１、２、３　,3987,"アーツカウンシル東京 - 3F ROOM302",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
シルコ・アエレオ「ピアニスト」,3988,"東京芸術劇場 - シアターイースト",2017,2017,,無し,,無し,,,なし
基礎プログラム1［思考編］,3989,"アーツカウンシル東京 - 3F ROOM302",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
月と太陽―Eclipse―,3990,"東京芸術劇場 - シアターウエスト",2017,2017,,無し,,無し,,,なし
"祝・劇団コープス20th 「ひつじ増量計画」",3991,"東京芸術劇場 - ロワー広場",2017,2017,,無し,,無し,,,なし
基礎プログラム2［技術編］,3993,"アーツカウンシル東京 - 3F ROOM302",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"長期 音楽制作コース",3995,東京芸術劇場|東京舞台芸術活動支援センター,2017,2017,,無し,,無し,,,なし
"長期 演劇制作コース",3997,東京芸術劇場|東京舞台芸術活動支援センター,2017,2017,,無し,,無し,,,なし
"短期 教育普及コース",3998,東京芸術劇場|東京舞台芸術活動支援センター,2017,2017,,無し,,無し,,,なし
基礎プログラム3［対話編］,3999,"アーツカウンシル東京 - 3F ROOM302",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"Memorial Rebirth千住 2016 青葉",4002,千寿青葉中学校,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,あり・チラシ画像|あり・その他画像
ストリートアーティスト・アカデミー2017夏期,4004,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）|東京芸術劇場 - 中リハーサル室（リハーサルルーム M1）|東京芸術劇場 - 中リハーサル室（リハーサルルーム M3）|東京芸術劇場 - 劇場前広場",2017,2017,,無し,,無し,,,なし
集中プログラム「アートプロジェクトが向かう、これからの在り方」,4005,"アーツカウンシル東京 - 3F ROOM302",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
『幸せな現場づくり』のための研究会,4006,"アーツカウンシル東京 - 3F ROOM302",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第１回だじゃれ音楽研究大会,4007,"東京藝術大学 千住キャンパス - スタジオA",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,あり・チラシ画像|あり・その他画像
"国際交流企画第４弾： インドネシア調査篇レクチャー&コンサート ｢ジャワで交流したんじゃわ｣",4009,"東京藝術大学 千住キャンパス - スタジオA",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,あり・チラシ画像
自主映画制作プロジェクト参加者募集説明会,4011,"東京藝術大学 千住キャンパス - 第１講義室",2016,2016,,無し,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
"ストリートアーティスト・アカデミー2017  特別ワークショップ ピーター・ポスト＆ベルナール・マスイー",4013,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）|東京芸術劇場 - 中リハーサル室（リハーサルルーム M1）|東京芸術劇場 - 中リハーサル室（リハーサルルーム M3）|東京芸術劇場 - 劇場前広場",2017,2017,,無し,,無し,,,なし
ストリートアーティスト・アカデミー2018冬期,4014,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）|東京芸術劇場 - 中リハーサル室（リハーサルルーム M1）|東京芸術劇場 - 中リハーサル室（リハーサルルーム M3）|東京芸術劇場 - 劇場前広場",2017,2017,,無し,,無し,,,なし
千住・縁レジデンス　友政麻理子「知らない路地の映画祭」,4019,仲町の家（足立区）,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,あり・チラシ画像
"タウンレコーダー 募集説明会",4020,"東京藝術大学 千住キャンパス - 第１講義室",2016,2016,,無し,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
"第１回 勉強会「“編集”行為の幅を知って、言葉と音楽を使いこなそう！」",4021,"東京藝術大学 千住キャンパス - 第１講義室",2016,2016,,無し,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
"第２回 勉強会「音のメディアの変遷を歴史から学ぼう！」",4022,"東京藝術大学 千住キャンパス - スタジオA",2016,2016,,無し,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
"メリー・スティルによる 俳優・演出家向けワークショップ",4023,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）",2017,2017,,無し,,無し,,,なし
第３回ワークショップ「かんがえてみる」,4024,"東京藝術大学 千住キャンパス - 第１講義室",2016,2016,,無し,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
"第４回ワークショップ「きいてみる」 第５回ワークショップ「つくってみる 発表会に向けた最終制作編」",4025,"東京藝術大学 千住キャンパス - 第１講義室|仲町の家（足立区）",2016,2016,,無し,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
リロ・バウアーによる俳優・ダンサー・演出家のための演劇ワークショップ,4026,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）",2017,2017,,無し,,無し,,,なし
"英国フランティック・アッセンブリーによる 社会の課題に向き合う演劇ワークショップ ―実践に向けたファシリテーター・トレーニング―",4027,"東京芸術劇 - シンフォニースペース",2017,2017,,無し,,無し,,,なし
"エル・システマ作曲教室 自分が好きな「音」を見つけよう！",4028,"東京芸術劇 - シンフォニースペース",2017,2017,,無し,,無し,,,なし
試作品（デモ）発表会,4029,安養院（足立区）,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
「ハムレット」,4035,,2017,2017,,無し,,有り,障碍者向けのガイドツアー|点字ガイド・手話通訳・字幕ガイド等,,なし
「気づかいルーシー」,4036,,2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,,なし
「リチャード三世」,4037,,2017,2017,,無し,,有り,障碍者向けのガイドツアー|点字ガイド・手話通訳・字幕ガイド等,,なし
"「表に出ろいっ！」English version”One Green Bottle”",4038,,2017,2017,,無し,,有り,障碍者向けのガイドツアー|点字ガイド・手話通訳・字幕ガイド等,,なし
"「池袋ウエストゲートパーク SONG＆DANCE 」",4039,,2017,2017,,無し,,有り,障碍者向けのガイドツアー|点字ガイド・手話通訳・字幕ガイド等,,なし
"「RooTS Vol.05 秘密の花園」",4040,,2017,2017,,無し,,有り,障碍者向けのガイドツアー|点字ガイド・手話通訳・字幕ガイド等,,なし
"ナイトタイム・パイプオルガンコンサート Vol.17公演説明会",4041,,2017,2017,,無し,,有り,障碍者向けのガイドツアー,,なし
"ナイトタイム・パイプオルガンコンサート Vol.18公演説明会",4042,,2017,2017,,無し,,有り,障碍者向けのガイドツアー,,なし
"ナイトタイム・パイプオルガンコンサート Vol.19公演説明会",4043,,2017,2017,,無し,,有り,障碍者向けのガイドツアー,,なし
"ランチタイム・パイプオルガンコンサート Vol.122 公演説明会",4044,,2017,2017,,無し,,有り,障碍者向けのガイドツアー,,なし
"ナイトタイム・パイプオルガンコンサート Vol.20公演説明会",4045,,2017,2017,,無し,,有り,障碍者向けのガイドツアー,,なし
"東京芸術劇場パイプオルガンコンサートVol.22  ～聖夜に贈るクリスマス･オラトリオ～ 公演説明会",4046,,2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,,なし
"ナイトタイム・パイプオルガンコンサート Vol.21公演説明会",4047,,2017,2017,,無し,,有り,障碍者向けのガイドツアー,,なし
"『リチャード三世』 公演関連レクチャー  シルヴィウ・プルカレーテの演劇 〜言葉を越えて、イメージを越えて〜",4048,"東京芸術劇 - シンフォニースペース",2017,2017,,無し,,無し,,,なし
"コンサートオペラvol.5『真珠とり』公演関連レクチャー  ビゼーの《真珠とり》～前例無き「アヴァン・ギャルド」なオペラの謎を追って～",4049,"東京芸術劇 - シンフォニースペース",2017,2017,,無し,,無し,,,なし
"芸劇ウインド・オーケストラ第4回演奏会 関連レクチャー  指揮者シズオ・Z・クワハラによる事前レクチャー",4050,"東京芸術劇 - シンフォニースペース",2017,2017,,無し,,無し,,,なし
【第１回】「『リチャード三世』劇評ワークショップ」,4052,東京芸術劇場,2017,2017,,無し,,無し,,,なし
"【第2回】「『「表に出ろいっ！』English version”One Green Bottle”」観劇カフェ」",4053,東京芸術劇場,2017,2017,,無し,,無し,,,なし
【第3回】トークイベント『劇評と演劇ジャーナリズム』,4054,"東京芸術劇 - シンフォニースペース",2017,2017,,無し,,無し,,,なし
"「池袋学」都市の体温―池袋の想像力―   世界的写真家―森山大道―が語る都市、そして池袋の現在(いま)",4055,"東京芸術劇 - シンフォニースペース",2017,2017,,無し,,無し,,,なし
"東北、池袋、そして武蔵野 ―地域学への視座―",4056,自由学園講堂,2017,2017,,無し,,無し,,,なし
"＜池袋学＞をふりかえる －新宿、渋谷、池袋。3つの地域学を比較する－",4057,"立教大学 - 池袋キャンパス 太刀川記念館３階多目的ホール",2017,2017,,無し,,無し,,,なし
"親子で一緒に楽しもう！東京芸術劇場バックステージツアー Vol.9 「劇場のお仕事 プレイハウス編」",4060,"東京芸術劇場 - プレイハウス",2017,2017,,無し,,無し,,,なし
"「国際演劇年鑑」ワールド・シアター・レポート#File2  「ロシア」 変わりゆくロシア演劇界―サンクト・ペテルブルグを中心に―",4062,"東京芸術劇場 - アトリエウエスト",2017,2017,,無し,,無し,,,なし
国際演劇協会「紛争地域から生まれた演劇9」,4064,"東京芸術劇場 - アトリエウエスト",2017,2017,,無し,,無し,,,なし
"演劇系大学共同制作vol.5 『Theatresports™』",4066,"東京芸術劇場 - シアターイースト",2017,2017,,無し,,無し,,,なし
"プレ企画 vol.1ふわり◎シャボン玉＠西二祭り",4070,"足立区立西新井第二小学校 - 校庭",2017,2017,,無し,,無し,,なし,あり・その他画像
"池袋ウエストゲートパーク SONG＆DANCE",4072,"東京芸術劇場 - シアターウエスト",2017,2017,,無し,,無し,,,なし
"プレ企画 vol.2ふわり◎シャボン玉 ＠西新井第二小学校 宿泊防災訓練",4074,"足立区立西新井第二小学校 - 校庭",2017,2017,,有り,英語,無し,,なし,あり・その他画像
１日だけのティーンズ楽団ワークショップ,4075,"東京藝術大学 千住キャンパス - スタジオA|関屋公園",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"あら まほし Art, anything to access a world",4077,東京都渋谷公園通りギャラリー,2017,2017,,有り,英語,無し,,,なし
ボクと15人の王様と女王様の作品展－こどもたちの小出ナオキつかいかた図鑑－,4079,東京都渋谷公園通りギャラリー,2017,2017,,有り,英語,無し,,,なし
アートのみはらし,4080,"東京都庁 - 南展望室",2017,2017,,有り,英語,無し,,,あり・チラシ画像
旅するリサーチ・ラボラトリーⅢ―フィールドワークと表現,4093,"アーツカウンシル東京 - 3F ROOM302",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"ALTERNATIVE ASIA PLATFORM",4094,東南アジア,2016,2016,,有り,,無し,,なし,なし
芸術祭のためのノート,4097,,2016,2016,,無し,,無し,,なし,なし
アートプロジェクトの「言葉」に関するメディア開発：メディア／レターの届け方,4099,,2016,2016,,無し,,無し,,なし,なし
TARL公式ウェブサイトリニューアル,4100,,2016,2016,,無し,,無し,,なし,なし
"『アーツカウンシル東京ROOM302 アートプロジェクト検索サイトβ版 SEARCH302』",4104,,2016,2016,,無し,,無し,,なし,なし
"PRイベント inあだち区民まつり　A-Festa 2017",4117,"荒川河川敷 虹の広場",2017,2017,,無し,,無し,,なし,なし
"PRイベント in 第２回千住紙ものフェス",4120,千住四丁目氷川神社,2017,2017,,無し,,無し,,なし,なし
"大巻伸嗣「Memorial Rebirth　千住 2017 関屋」",4122,関屋公園,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"「フィリピンからの、ひとりひとり　マキララ ―知り、会い、踊る―」",4124,東綾瀬公園,2017,2017,,無し,,無し,,なし,なし
こども歌づくりワークショップ,4126,"ギャラクシティ - 第３音楽室",2017,2017,,無し,,無し,,なし,なし
"第２回 だじゃれ音楽研究大会",4128,"東京藝術大学 千住キャンパス - スタジオA",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"第２回 定期演奏会「かげきな影絵オペラ」",4129,"東京藝術大学 千住キャンパス - 第7ホール",2018,2018,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"集まれ！池袋みんなの大道芸 春期",4132,"東京芸術劇場 - 劇場前広場",2017,2017,,無し,,無し,,,なし
"集まれ！池袋みんなの大道芸 秋期",4133,"東京芸術劇場 - 劇場前広場|池袋西口公園",2017,2017,,無し,,無し,,,なし
"65歳からはじめよう！ 映像でつくるエンディングノート",4137,古石場文化センター,2017,2017,,無し,,無し,,,なし
チャレンジ広場2017,4139,"東京芸術劇場 - 劇場前広場",2017,2017,,無し,,無し,,,なし
「食と言葉」第2回レクチャーパフォーマンス「啜る/綴る」,4140,"Tokyo Arts and Space Residency（トーキョーアーツアンドスペースレジデンシー）",2017,2017,,無し,,無し,,,なし
「僕らのアトム展」,4142,"東京都庭園美術館 - 新館 ギャラリー1|東京芸術劇場 - アトリウム",2017,2017,,無し,,無し,,,なし
「くらしに美術館を－ＭＯＴサテライトに行こう－」,4144,無印良品（有楽町店）　,2017,2017,,無し,,無し,,,なし
"「食と言葉」第1回「Rules and Tools」",4146,"Tokyo Arts and Space Residency（トーキョーアーツアンドスペースレジデンシー）",2017,2017,,無し,,無し,,,なし
「ネオ・パーティー・キッズ」,4147,"東京都現代美術館 ‐ リニューアル準備室",2017,2017,,無し,,無し,,,なし
かかしコンクールクルーズ「決定！！かかしコンクール・こども賞」,4149,深川資料館通り商店街協同組合事務所|深川資料館通り商店街,2017,2017,,無し,,無し,,,なし
"「IAG AWARDS 2017 EXHIBITION  池袋アートギャザリング公募展」",4150,"東京都庭園美術館 - 新館 ギャラリー1",2017,2017,,無し,,無し,,,なし
「IAG期待の若手作家による大作展」,4151,"東京芸術劇場 - アトリエイースト",2017,2017,,無し,,無し,,,なし
"「第17回 造形スタジオ・バル作品展」",4152,"東京芸術劇場 - アトリエイースト",2017,2017,,無し,,無し,,,なし
"「西村貴久子・小熊秀雄小品と 池袋モンパルナスの会会員展」",4153,"東京芸術劇場 - アトリエウエスト",2017,2017,,無し,,無し,,,なし
アーツカウンシル・フォーラム　オープン・フォーラム2017,4155,"アーツカウンシル東京 - 会議室",2016,2016,,有り,,有り,バリアフリー対応施設,なし,なし
江東区民まつり・クルーズ「MOTおもしろプログラム」,4156,,2017,2017,,無し,,無し,,,なし
トーク＆まち歩きクルーズ「ガイドとめぐる清澄白河」,4158,"清澄白河駅 - 周辺エリア",2017,2017,,無し,,無し,,,なし
学芸員の出張授業,4159,,2017,2017,,無し,,無し,,,なし
秋山さやか,4160,,2017,2017,,無し,,無し,,,なし
棚田康司,4161,,2017,2017,,無し,,無し,,,なし
島しょ地域と学校連携－小笠原小学校文通プロジェクト,4163,,2017,2017,,無し,,無し,,,なし
写真展「築地魚河岸ひとの町」,4164,築地メリーキャブ,2016,2016,500000,無し,,無し,,なし,なし
大人のための教育プログラム（ガイドスタッフによるギャラリートーク）,4165,"清澄白河駅 - 周辺エリア",2017,2017,,無し,,無し,,,なし
第１回キックオフフォーラム「文化によって創り出される都市の新たなアプローチ」,4167,"東京芸術劇場 - アル・テアトロ",2017,2017,,無し,,無し,,,なし
第七回　高円寺演芸まつり,4168,杉並芸術会館他JR高円寺駅周辺20ヶ所以上,2017,2016,500000,無し,,無し,,なし,なし
2017年　染の小道,4172,落合・中井周辺,2016,2016,500000,無し,,無し,,なし,なし
"第2回公開フォーラム「文化によって創り出される都市の新たなアプローチ」  ―都市の記憶と風景から―",4174,"東京芸術劇場 - アル・テアトロ",2017,2017,,無し,,無し,,,なし
新宿芸術天国2016,4175,新宿駅前周辺各所,2016,2016,500000,無し,,無し,,なし,なし
第3回池袋鉄道模型芸術祭,4176,"東京芸術劇場 - アトリエイースト|東京芸術劇場 - アトリエウエスト|東京都庭園美術館 - 新館 ギャラリー1|東京都庭園美術館 - 新館 ギャラリー2",2017,2017,,無し,,無し,,,なし
阿佐谷ジャズストリート2016,4178,杉並区阿佐ヶ谷地域,2016,2016,500000,無し,,無し,,なし,なし
生活と表現2016,4181,ご近所❤ギャラリー吾郎他,2016,2016,500000,無し,,無し,,なし,なし
"プレイベント 「東北応援パフォーマンス～都民がおどる東北郷土芸能～」",4183,OOTEMORI,2017,2017,,無し,,無し,,,なし
第60回東京高円寺阿波おどり,4184,座・高円寺１　セシオン杉並ホール、JR高円寺駅周辺商店街及び高南通りに設営される8演舞場,2016,2016,500000,無し,,無し,,なし,なし
江東区民まつり中央まつり民俗芸能大会,4189,都立木場公園,2016,2016,500000,無し,,無し,,なし,なし
野外×アート×まちなか　トロールの森2016,4192,都立善福寺公園、西荻窪/善福寺界隈,2016,2016,500000,無し,,無し,,なし,なし
創エネ・あかりパーク2016　ステージプログラム,4193,"上野恩賜公園 - 噴水広場",2016,2016,500000,無し,,無し,,なし,なし
"トパコ オープニングイベント",4198,"渋谷マークシティ - イーストモール1階 イベントスクエア",2017,2017,,無し,,無し,,,なし
結城座　リーディングによる人形芝居～親子で楽しむ　読む・演じる・あやつる～（仮称）,4202,結城座スタジオ,2017,2016,100000,無し,,無し,,なし,なし
亀岡,4205,"生涯学習施設・道の駅ガレリアかめおか - コンベンションホール",2017,2017,,無し,,無し,,,なし
"TWS-NEXT @tobikan 「クウキのおもさ」",4207,"東京都美術館 – B3F ギャラリーB",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"TWS-Emerging 2016 Part.3",4210,トーキョーワンダーサイト渋谷,2016,2016,,無し,英語,無し,,なし,なし
"TWS-Emerging 2016 Part.4",4214,トーキョーワンダーサイト渋谷,2016,2016,,無し,英語,無し,,なし,なし
"TWS-Emerging 2016 Part.5",4215,トーキョーワンダーサイト渋谷,2016,2016,,無し,英語,無し,,なし,なし
"TWS-Emerging 2016 Part.6",4216,トーキョーワンダーサイト渋谷,2016,2016,,無し,英語,無し,,なし,なし
ワンダーシード2017,4218,トーキョーワンダーサイト渋谷,2016,2016,,無し,英語,無し,,なし,なし
"オープン・スタジオ 2016-2017/11月",4220,トーキョーワンダーサイトレジデンス,2016,2016,,有り,,無し,,なし,なし
二条城,4222,"二条城 - 二の丸御殿前",2017,2017,,無し,,無し,,,なし
"オープン・スタジオ 2016-2017/3月",4224,トーキョーワンダーサイトレジデンス,2016,2016,,無し,英語,無し,,なし,なし
"東京キャラバンin 八王子",4225,八王子駅周辺特設会場（旧東京都産業技術研究所八王子支所）,2017,2017,,無し,,無し,,,なし
"東京キャラバンin 熊本 ワークショップ",4227,"山鹿市 - 八千代座前～さくら湯前|山鹿市 - 八千代座|熊本県立熊本かがやきの森支援学校 - 体育館|天草市民センター - 展示室|熊本市内",2017,2017,,無し,,無し,,,なし
"Part.3 アートセンター・アズ・ワールド・シチズン",4229,トーキョーワンダーサイト本郷,2016,2016,,無し,英語,無し,,なし,なし
"東京キャラバンin 熊本 パフォーマンス",4230,"熊本市 - びぷれす広場",2017,2017,,無し,,無し,,,なし
泳ぎつづけなければならない,4236,トーキョーワンダーサイト本郷,2016,2016,,有り,英語,無し,,なし,あり・動画
"東京キャラバンin 豊田 プレイベント",4241,"豊田市駅 - 西口ペデストリアンデッキ広場",2017,2017,,無し,,無し,,,なし
コンテンポラリー・プリミティブ・アニメーション,4242,トーキョーワンダーサイト本郷,2016,2016,,有り,英語,無し,,なし,あり・動画
"EAT & ART TARO",4246,みずのき|一般社団法人Mealink,2017,2017,,有り,英語,無し,,なし,なし
池田晶紀、川瀬一絵,4249,"社会福祉法人きょうされん リサイクル洗びんセンター",2017,2017,,有り,英語,無し,,なし,なし
伊勢克也,4250,桃三ふれあいの家|アトリエ・エー|綾瀬ひまわり園,2017,2017,,有り,英語,無し,,なし,なし
[2017]今井さつき,4251,シューレ大学,2017,2017,,有り,英語,無し,,なし,なし
岩田とも子,4255,シューレ大学,2017,2017,,有り,英語,無し,,なし,なし
大西健太郎,4256,板橋区立小茂根福祉園,2017,2017,,有り,英語,無し,,なし,なし
角銅真実,4257,大田区立障がい者総合サポートセンター,2017,2017,,有り,英語,無し,,なし,なし
きむらとしろうじんじん,4258,コミュニティセンターakta,2017,2017,,有り,英語,無し,,なし,なし
久保田沙耶,4259,みずのき|アトリエ・エー,2017,2017,,有り,英語,無し,,なし,なし
"James Jack",4260,"シューレ大学|認定特定非営利活動法人クリエイティブサポートレッツ|ハーモニー（世田谷区）|クラフト工房La Mano",2017,2017,,有り,英語,無し,,なし,なし
[2017]高本敦基,4261,社会福祉法人旭川荘,2017,2017,,有り,英語,無し,,なし,なし
今井さつき,4262,シューレ大学,2016,2016,,有り,英語,無し,,なし,なし
滝沢達史,4267,一般財団法人たんぽぽの家|みずのき|エベレスト・インターナショナルスクール・ジャパン,2017,2017,,有り,英語,無し,,なし,なし
テンギョウ・クラ,4268,認定特定非営利活動法人クリエイティブサポートレッツ|ハーモニー（世田谷区）|大田区立障がい者総合サポートセンター|小又の里|綾瀬ひまわり園|桃三ふれあいの家|はぁとぴあ原宿,2017,2017,,有り,英語,無し,,なし,なし
永岡大輔,4269,こども会議,2017,2017,,有り,英語,無し,,なし,なし
山城大督,4270,てんやくえほんふれあい文庫,2017,2017,,有り,英語,無し,,なし,なし
中崎透,4271,社会福祉法人旭川荘|パラリンピアンスキーヤー,2017,2017,,有り,英語,無し,,なし,なし
