Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
"オペラ「眠れる美女～House of the Sleeping Beauties～」 関連講座 日本･ベルギー交流150年の 歴史",773,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,なし
"『マリア・カラス 伝説のオペラ座ライブ",774,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『聖なる呼吸　ヨガのルーツに出会う旅』,775,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『創造と神秘のサグラダ・ファミリア』,776,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『湾生回家』,777,,2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『ミューズ・アカデミー』ホセ・ルイス・ゲリン監督特集上映「ミューズとゲリン」,778,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
ドキュメンタリー映画『あるアトリエの１００年」,779,,2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『文楽　冥途の飛脚』,780,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『ミニオンズ』『ペット』のイルミネーション・エンターテインメントが贈る『SING／シング』公開記念イルミネーション映画祭,781,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
総合開館20周年記念シンポジウム「写真美術館はなぜ、必要か」,783,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・その他画像
総合開館20周年記念「初期写真国際シンポジウム　幕末」,784,"東京都写真美術館 - 1F ホール",2016,2016,,無し,,無し,,,
とっぷ雅楽,786,"東京都写真美術館 - 2F ロビー",2016,2016,,無し,,有り,バリアフリー対応施設,,あり・その他画像
図書室等の運営,788,"東京都写真美術館 - 4F 図書室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・その他画像
【定期演奏会】第816回Ｃ,791,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第817回Ｂ,794,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第818回芸劇,795,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第819回文化会館,796,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第815回Ｂ,797,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
【定期演奏会】第820回芸劇,798,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第821回サントリー,799,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第822回Ａ,800,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第823回Ｂ,801,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第824回Ａ,802,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第825回Ｃ,803,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第826回Ｃ,804,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第827回Ａ,805,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"世界のマエストロシリーズ 読売日本交響楽団",807,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
クラシカル・プレイヤーズ東京　演奏会,809,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
ダニエル・ハーディング＆パリ管弦楽団,810,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
エリアフ・インバル＆ベルリン・コンツェルトハウス管弦楽団,811,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
0才から聴こう！！／４才から聴こう！！春休みコンサート,814,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
伝統体験塾,816,"コレド室町3 - 3階 橋楽亭|江戸桜通り地下歩道★重複",2016,2016,,無し,,無し,,,なし
"日本橋 技あり体験熈代屋台",817,福徳の森,2016,2016,,無し,,無し,,,なし
まちなか伝統パフォーマンス,818,"福徳の森|福徳神社 - 周辺",2016,2016,,無し,,無し,,,なし
"伝統芸能公演「紅葉 日本橋～日本美と伝統芸能の饗宴～」",819,"コレド室町1 ‐ 5階 日本橋三井ホール",2016,2016,,無し,,無し,,,なし
前夜祭,821,"ザ・ロイヤル・スコッツマン（The Royal Scotsman）|縁香園|風雅すたいるカフェ|神楽坂モノガタリ",2016,2016,,無し,,無し,,,なし
茶席　高橋是清邸,823,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
茶席　西川家別邸,825,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
茶席　川野商店,826,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
野点,827,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
茶道はじめて体験,828,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
"WELCOME ！ 英語で楽しむ茶席",829,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
子供のための茶道教室,830,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
茶席　中島の御茶屋,831,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
茶席　芳梅亭,832,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
野点,833,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
"WELCOME ！ 英語で楽しむ茶席",834,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
高校生野点,835,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
茶道はじめて体験,836,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
小金井公演,845,"小金井 宮地楽器ホール - 大ホール",2016,2016,,無し,,無し,,,なし
日の出町公演,846,"日の出町 やまびこホール",2016,2016,,無し,,無し,,,なし
立川公演,847,たましんRISURUホール（立川市民会館）,2016,2016,,無し,,無し,,,なし
八丈島公演,848,八丈町立大賀郷小学校,2016,2016,,無し,,無し,,,
八丈島公演,849,"八丈町多目的ホール おじゃれ",2016,2016,,無し,,無し,,,なし
福生公演,850,"福生市民会館 - 大ホール（もくせいホール）",2016,2016,,無し,,無し,,,なし
檜原村公演,851,"檜原村やすらぎの里 - 多目的ホール",2016,2016,,無し,,無し,,,なし
"小曽根 真＆ゴンサロ・ルバルカバ “Jazz meets Classic” with東京都交響楽団(東京文化会館）",853,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"小曽根 真＆ゴンサロ・ルバルカバ “Jazz meets Classic” with東京都交響楽団(オリンパスホール八王子）",854,オリンパスホール八王子,2016,2016,,無し,,無し,,なし,なし
第2回浜田理恵,856,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第3回ゴンサロ・ルバルカバ,857,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第4回タチアナ・ヴァシリエヴァ,858,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第5回渡辺貞夫,859,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"まちなかコンサートvol.1 3歳からの楽しいクラシック",860,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"まちなかコンサートvol.2 よりみちコンサート",861,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"まちなかコンサートvol.3 よりみちコンサートムジカ・アモーレ",862,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
No.370,865,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
No.371,866,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"都響・八王子シリーズ　ロシア＆チェコのノスタルジア ─郷愁を誘う音楽",867,オリンパスホール八王子,2016,2016,,無し,,無し,バリアフリー対応施設,,なし
12/24文化会館,868,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
12/26サントリー,869,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
12/23芸劇,870,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
福岡特別公演,871,"アクロス福岡 - 福岡シンフォニーホール",2016,2016,,無し,,無し,バリアフリー対応施設,,なし
名古屋特別公演,872,"愛知県芸術劇場 - コンサートホール",2016,2016,,無し,,無し,バリアフリー対応施設,,なし
都響スペシャル「シェイクスピア讃」,873,"東京オペラシティ - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
都響・調布シリーズNo.18,876,調布市グリーンホール,2016,2016,,無し,,無し,,,なし
ボクとわたしとオーケストラ,877,"いわき芸術文化交流館アリオス - 大ホール",2016,2016,,無し,,無し,,,なし
第33回障害者のためのふれあいコンサート,878,"新宿区立新宿文化センター - 大ホール",2016,2016,,無し,,無し,,,なし
屋外収蔵,884,江戸東京たてもの園,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
神楽坂楽座～講釈場,885,"毘沙門天善國寺 - 境内 特設ステージ",2016,2016,,無し,,無し,,,なし
"東京大茶会 2016",1058,,2015,2015,,無し,,無し,,,
テスト,1192,"虎ノ門ヒルズフォーラム - 4F エントランス",2015,2015,0,無し,,無し,,,
神楽坂芸能めぐり街角ライブ,1220,"志満金 - 前|山下漆器店 - 前|パークリュクス神楽坂 - 前 ポケットパーク",2016,2016,,無し,,無し,,,
【特別展】ポンピドゥー・センター傑作展─ピカソ、マティス、デュシャンからクリストまで─,1222,"東京都美術館 – 1F 企画展示室|東京都美術館 – 2F 企画展示室|東京都美術館 – LBF 企画展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
神楽坂,1223,神楽坂界隈（神楽坂まち舞台・大江戸めぐり）,2016,2016,,無し,,無し,,,なし
覗いてみようお座敷遊び,1224,"東京神楽坂組合 - 見番",2016,2016,,無し,,無し,,,なし
赤城神社　夕暮れライブ,1226,"赤城神社 神楽殿",2016,2016,,無し,,無し,,,なし
神楽坂タイムスリップ　スタンプラリー／歴史ガイド,1228,神楽坂界隈（神楽坂まち舞台・大江戸めぐり）,2016,2016,,無し,,無し,,,なし
"まちなかコンサート in 東京都庭園美術館",1230,,,,,,,,,,
"江戸東京たてもの園 子宝湯（2016年9月24日）",1231,"江戸東京たてもの園 - 東ゾーン 子宝湯",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"江戸東京たてもの園 子宝湯（2016年9月25日）",1233,"江戸東京たてもの園 - 東ゾーン 子宝湯",2016,2016,,無し,,無し,,,あり・チラシ画像
【開館90周年記念展】木々との対話──再生をめぐる5つの風景,1235,"東京都美術館 – LBF 第3公募展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
想いアラタに,1237,"東京都美術館 – B3F ギャラリーA",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"キョウノドウキ ‒ 矩形・そこに見る日本画の可能性",1238,"東京都美術館 – B3F ギャラリーB",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"「日本画の王道」─11人の拓く 日本画の現在─",1239,"東京都美術館 – B2F ギャラリーC",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
紙神,1240,"東京都美術館 – B3F ギャラリーA",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
無・尽・蔵,1241,"東京都美術館 – B3F ギャラリーB",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
常設展示,1244,"東京都江戸東京博物館 - 5F 常設展示室|東京都江戸東京博物館 - 6F 常設展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設|触察展示等、五感を活用した展示|点字ガイド・手話通訳・字幕ガイド等,なし,なし
国立西洋美術館本館1階ロビー（2016年9月29日）,1245,"国立西洋美術館 - 本館１階ロビー",2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
東京文化会館キャノピー（2016年10月8日）,1247,"東京文化会館 - キャノピー広場スペース",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東京文化会館キャノピー（2016年10月9日）,1251,"東京文化会館 - キャノピー広場スペース",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東京都美術館　佐藤慶太郎記念アートラウンジ（2016年10月15日）,1252,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東京都美術館　佐藤慶太郎記念アートラウンジ（2016年10月16日）,1253,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"国立国会図書館 国際子ども図書館 レンガ棟 3階ホール（2016年10月16日）",1254,"国立国会図書館 ‐ 国際子ども図書館 レンガ棟 3 階ホール",2016,2016,,無し,,無し,,なし,なし
"恩賜上野動物園西園 動物園ステージ（2016年10月22日）",1255,"東京都恩賜上野動物園 - 西園 動物園ステージ",2016,2016,,無し,,無し,,なし,なし
"旧岩崎邸庭園 洋館内（2016年10月23日）",1256,"旧岩崎邸庭園 ‐ 洋館内",2016,2016,,無し,,無し,,なし,なし
"東京国立博物館 法隆寺宝物館（2016年10月29日）",1257,"東京国立博物館 - 法隆寺宝物館",2016,2016,,無し,,無し,,なし,なし
台東区立下町風俗資料館付設展示場　旧吉田屋酒店（2016年10月30日）,1258,台東区立下町風俗資料館付設展示場(旧吉田屋酒店),2016,2016,,無し,,無し,,なし,なし
国立科学博物館日本館中央ホール（2016年11月5日）,1259,"国立科学博物館 - 日本館 1F 中央ホール",2016,2016,,無し,,無し,,なし,なし
平野の旧印刷所,1281,平野の旧印刷所（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
"【連携展】TOKYO 書 2017　公募団体の今",1285,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
【コレクション展】東京都現代美術館所蔵「新東京百景─90年前の東京」,1289,"東京都美術館 – B3F ギャラリーB",2016,2016,,有り,英語,有り,バリアフリー対応施設,,あり・チラシ画像
"旧岩崎邸庭園 洋館内（2016年10月22日）",1306,"旧岩崎邸庭園 ‐ 洋館内",2016,2016,,無し,,無し,,,あり・チラシ画像
入野義朗生誕95年記念コンサート,1313,"東京オペラシティ - リサイタルホール",2016,2016,,有り,英語,無し,,なし,なし
リトルトーキョー,1317,リトルトーキョー（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
第14回東京音楽コンクール優勝者＆最高位入賞者コンサート,1320,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
【企画展】山岡鉄舟と江戸無血開城,1321,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"江東区深川江戸資料館、江東区芭蕉記念館、江東区立深川図書館、法苑山 浄心寺、あづま屋文具店、 田巻屋、大久保クリーニング、三河屋精米店、杉原商店、アライズ コーヒーロースターズ、fukadaso CAFE、iki ESPRESSO TOKYO、ALLPRESS ESPRESSO、mamma cafe 151A、しまぶっく、smokebooks、NOiS清澄白河",1322,"江東区深川江戸資料館|江東区芭蕉記念館|江東区立深川図書館|法苑山 浄心寺|あづま屋文具店|田巻屋（江東区）|大久保クリーニング（江東区）|三河屋精米店（江東区）|杉原商店（江東区）|アライズ コーヒーロースターズ|fukadaso CAFE|iki ESPRESSO TOKYO|ALLPRESS ESPRESSO|mamma cafe 151A|しまぶっく（江東区）|smokebooks（清澄白河店）|NOiS清澄白河",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像|あり・動画
【企画展】伊藤晴雨幽霊画展,1339,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"【企画展】市民からのおくりもの 2016－平成27年度 新収蔵品から－",1340,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
【企画展】徳川将軍家の婚礼,1341,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
【企画展】戦時下東京のこどもたち,1342,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江東区深川江戸資料館,1361,江東区深川江戸資料館,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
"Coci la elle（コシラエル本店）",1362,"Coci la elle（コシラエル本店）",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
"アライズ コーヒーロースターズ",1364,"アライズ コーヒーロースターズ",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
モーニングコンサートVol.98,1366,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.99,1367,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサート番外編「秋の夜コンサート」,1368,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.100,1369,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.101,1370,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.102,1371,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.103,1372,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
"“げん”結び　―音楽 と 文学―",1374,井政「神田の家」（千代田区）|安養院（板橋区）,2016,2016,,有り,英語,無し,,なし,なし
"Half the Sky　ロック・イン・オポジション・フランス及び東京公演とワークショップ",1377,"メゾン・ドゥ・ラ・ムジーク|秋葉原CLUB GOODMAN",2016,2016,,有り,英語,無し,,なし,なし
中村芙悠子ピアノ・リサイタル,1381,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,,なし,なし
"藤原道山× SINSKE ヨーロッパツアー 2016",1382,"アントワープ王立音楽院 ‐ コンサートホール|ノイミュンスター修道院",2016,2016,,有り,英語,無し,,なし,なし
柴田南雄生誕100年・没後20年記念演奏会,1385,サントリーホール,2016,2016,,有り,英語,無し,,,あり・その他画像
辺境の歌コンサート,1388,武蔵野スイングホール,2016,2016,,有り,英語,無し,,,あり・その他画像
"アンサンブル・ノマド定期演奏会 第56～58回「照らし合うもの Vol.1-3」",1390,"東京オペラシティ - リサイタルホール",2016,2016,,有り,英語,無し,,,あり・その他画像
第26回「インターナショナル・オルガン・フェスティバル・イン・ジャパン」2016,1391,"カトリック東京カテドラル関口教会 - 聖マリア大聖堂",2016,2016,,有り,英語,無し,,,あり・その他画像
會田瑞樹パーカッションリサイタル2016の開催,1393,"渋谷区文化総合センター大和田 - 伝承ホール|東京オペラシティ - 3F 近江楽堂",2016,2016,,有り,英語,無し,,,あり・その他画像
2016年大道寺梨乃「Socialstrip」アジアツアー,1397,"北京Beijing Penghao Theatre|香港Coming Society|バンコク（タイ王国）",2016,2016,,有り,英語,無し,,,あり・その他画像
"+51 アビアシオン、サンボルハ　パリ公演",1401,"Théâtre de Gennevilliers",2016,2016,,有り,英語,無し,,,あり・その他画像
"ARICA ・インド「ワークショップ・ショーイング」国際プロジェクト",1403,"ニューデリー日本文化センター（ニューデリー）|Shoonya（バンガロール）|Sahyande Theatre（ケーララ）",2016,2016,,有り,英語,無し,,,あり・その他画像
サンプル「離陸」台湾公演,1407,国立台北藝術大学（台北）,2016,2016,,有り,英語,無し,,,あり・その他画像
"シアター風姿花伝 若手支援事業 プロミシングカンパニー　「カクシンハン」",1409,シアター風姿花伝,2016,2016,,有り,英語,無し,,,あり・その他画像
gift_＋ＡＳ（フェロー・プロジェクト）,1435,"gift_lab GARAGE",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
吉増剛造プロジェクト「水の音句会ライブ」,1437,"清澄庭園 - 清澄庭園大正記念館",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
カニエ・ナハ＋大原大次郎「深川の漣ツアー」,1439,ＭＯＴスポット各所,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
吉増剛造「深川ポラ・ワークショップ」,1449,"江東区立深川図書館 - 3Fホール",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
カニエ・ナハ「詩と本のワークショップ」,1452,"江東区立深川図書館 - 3Fホール",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
remo［NPO法人記録とメディアのための組織］「読み歩きクルーズ　あの日の“あとを追う”―記録すること、残すこと―」,1459,平野の旧印刷所（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
参加作家による連続トーク,1460,三好地区集会所（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
MOTサテライト・クルーズ,1462,グランチェスター・ハウス|深川資料館通り商店街協同組合事務所|赤い庇の旧印刷所（江東区）|Ｆ邸（江東区）|平野の旧印刷所（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
"アートト（フェロー・プロジェクト）「MOTサテライト アーカイ部 公開フォーラム」",1463,アートト,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
新聞家新作公演『帰る』,1465,"NICA (Nihonbashi Institute of Contemporary Arts)",2016,2016,,有り,英語,無し,,,あり・その他画像
劇団銅鑼「あやなす」セルビア・クロアチア公演＋ワークショップ,1468,ザ・パペット・シアター・ピノキオ（セルビア/ベオグラード）|ザ・パペット・シアター・ニシュ（セルビア/ニシュ）|ユースシアター・ノヴィ・サド（セルビア/ノヴィ・サド）|チルドレンシアターブランコミハイジェヴィック　イン　オシエク（クロアチア/オシエク）|カザリステ　ヴィロヴィティツァ（クロアチア/ヴィロヴィティツァ）|シアターカンパニーピンクレック（クロアチア/チャコベツ）,2016,2016,,有り,英語,無し,,,あり・その他画像
ベッド＆メイキングス　第５回公演「あたらしいエクスプロージョン」,1469,浅草九劇,2016,2016,,有り,英語,無し,,,あり・その他画像
プーク人形劇場企画　欧州相互国際交流事業,1470,プーク人形劇場|大島町総合開発センター|桐朋芸術短期大学,2016,2016,,有り,英語,無し,,,あり・その他画像
"Low Fat Art Fest 2016 - Antigone/border-line",1474,"バンコク・アート＆カルチャー・センター（Bangkok Art & Culture Center ）(BACC)",2016,2016,,有り,英語,無し,,,あり・その他画像
鳥公園#13「ヨブ呼んでるよ」,1475,こまばアゴラ劇場,2016,2016,,有り,英語,無し,,,あり・その他画像
"TURN in BRAZIL帰国報告",1478,"国立新美術館 - 企画展示室 2F",2016,2016,,有り,英語,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
"Baobab 第10回本公演ツアー『靴屑の塔』",1479,吉祥寺シアター,2016,2016,,有り,英語,無し,,,あり・その他画像
"ジャグリング＆音楽集団 ながめくらしつ シアタートラム新作公演『心を置いて飛んでゆく』",1482,シアタートラム,2016,2016,,有り,英語,無し,,,あり・その他画像
"OrganWorks 主催公演「Reason to Believe」",1484,"東京芸術劇場 - シアターイースト",2016,2016,,有り,英語,無し,,,あり・その他画像
シビウ国際演劇祭　新作ダンス公演（仮）,1485,"ゴングシアター（Gong Theater）",2016,2016,,有り,英語,無し,,,あり・その他画像
"ニブロール 「リアルリアリティ」IKJ InternationalFestival 公演",1486,"ジャカルタ藝術大学（Jakarta Institute of the Arts）",2016,2016,,有り,英語,無し,,,あり・その他画像
五十嵐靖晃,1500,"クラフト工房La Mano",2016,2016,,有り,英語,無し,,なし,なし
池田晶紀、川瀬一絵,1541,"社会福祉法人きょうされん リサイクル洗びんセンター",2016,2016,,有り,英語,無し,,なし,なし
大西健太郎,1545,板橋区立小茂根福祉園,2016,2016,,有り,英語,無し,,なし,なし
角銅真実,1547,大田区立障がい者総合サポートセンター,2016,2016,,有り,英語,無し,,なし,なし
高本敦基,1549,社会福祉法人旭川荘,2016,2016,,有り,英語,無し,,なし,なし
永岡大輔,1551,子ども食堂（大田区）,2016,2016,,有り,英語,無し,,なし,なし
山縣良和,1556,しょうぶ学園（鹿児島県）,2016,2016,,有り,英語,無し,,なし,なし
山城大督,1558,アプローズ南青山,2016,2016,,有り,英語,無し,,なし,なし
"James Jack",1560,ハーモニー（世田谷区）,2016,2016,,有り,英語,無し,,なし,なし
"Sam Stocker",1562,ハーモニー（世田谷区）,2016,2016,,有り,英語,無し,,なし,なし
"大崎晴地、現代芸術活動チーム目【め】、富塚絵美、森山開次、EAT & ART TARO",1563,,2016,2016,,有り,英語,無し,,なし,なし
中間報告会,1564,"東京藝術大学 - 美術学部中央棟2階 第3講義室",2016,2016,,有り,英語,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
エキシビション,1568,"東京都美術館 – 1F 第2公募展示室|東京都美術館 – 1F 第3公募展示室",2016,2016,,有り,英語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等,なし,なし
カンファレンス,1569,"東京都美術館 - 講堂",2016,2016,,有り,英語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等,なし,あり・チラシ画像
"「よみがえれ！ シーボルトの日本博物館」展",1572,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"TURN フェス・サポーター",1573,"東京都美術館|東京都美術館 - 交流棟 2F アートスタディルーム|アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
"TURN センター構想会議",1576,"アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",2016,2016,,無し,,無し,,なし,なし
「戦国時代」展,1578,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
"JR 大人の休日倶楽部貸切鑑賞会",1579,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
