id,WEBサイトのアドレス,会場(投稿),主催,開催年度,多言語対応の有無,バリアフリー対応の有無,組織委員会の認証の有無,画像等データの有無
2192,,国立劇場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2193,,"東京芸術劇場 - プレイハウス",東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,有り,なし,なし
2194,,日生劇場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2195,,歌舞伎座,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2196,,浅草公会堂,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2197,,三越劇場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2198,,日生劇場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2199,,シアタークリエ,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2200,,新橋演舞場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2201,,日生劇場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2202,,明治座,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2210,,新橋演舞場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2211,,国立劇場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2212,,日生劇場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2213,,明治座,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2214,,シアタークリエ,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2215,,歌舞伎座,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2216,,日生劇場,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,無し,なし,なし
2217,,"東京芸術劇場 - プレイハウス",東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場,2016,無し,有り,なし,なし
2219,https://brut.tokyo/1235,"都立中央図書館 - 4F 多目的ホール",社会福祉法人愛成会,2016,無し,無し,なし,なし
2221,,"東京国際フォーラム - ガラス棟 ロビーギャラリー",東京都,2016,無し,無し,,あり・チラシ画像
2224,http://www.seikatubunka.metro.tokyo.jp/bunka/heavenartist/0000000838.html,上野恩賜公園（上野公園）,東京都|ヘブンアーティスト運営実行委員会,2016,無し,無し,,あり・チラシ画像
2226,http://www.seikatubunka.metro.tokyo.jp/bunka/heavenartist/0000000838.html,"渋谷道玄坂|文化村通り|渋谷109前|渋谷マークシティ|渋谷中央街 - ウェーブの広場",東京都|ヘブンアーティスト運営実行委員会|渋谷道玄坂商店街振興組合|渋谷中央街,2016,無し,無し,,あり・チラシ画像
2232,,茶沢通り,世田谷アートタウン2016実行委員会|公益財団法人せたがや文化財団|世田谷文化生活情報センター,2016,無し,無し,,あり・チラシ画像
2237,http://www.t-bunka.jp/old/sponsership/spo_161027.html,"東京文化会館 - 小ホール",東京文化会館|公益社団法人落語芸術協会,2016,無し,有り,なし,なし
2238,http://www.t-bunka.jp/old/sponsership/spo_170125.html,"東京文化会館 - 小ホール",東京文化会館|公益社団法人落語芸術協会,2016,無し,有り,なし,なし
2239,http://www.t-bunka.jp/old/sponsership/spo_170303.html,"東京文化会館 - 小ホール",東京文化会館|公益社団法人落語芸術協会,2016,無し,有り,なし,なし
2244,,"八幡八雲神社（八王子市） - 神楽殿","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,あり・その他画像
2247,,"八幡八雲神社（八王子市） - 参集殿","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2249,,"八王子繊維貿易館 - 講堂","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2252,,染色工房藤本染工芸,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2254,,"安榮山明王院 福傳寺","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2258,,"いちょうホール（八王子市芸術文化会館） - エントランス","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,あり・その他画像
2261,,JR八王子駅周辺,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2262,,"「伝承のたまてばこ～多摩伝統文化フェスティバル2016～」 総合受付","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2263,,"「伝承のたまてばこ～多摩伝統文化フェスティバル2016～」 総合受付","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2264,,西放射線ユーロード,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2266,,"西放射線ユーロード - 入り口（北口ゲート）|横山町公園（八王子市） - 屋外ステージ","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2268,,"中町公園（八王子市） - 屋外ステージ","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,あり・その他画像
2269,,"中町公園（八王子市） - 屋外ステージ","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2270,,"中町公園（八王子市） - 屋外ステージ","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,あり・その他画像
2271,,"八幡八雲神社（八王子市） - 神楽殿","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,あり・その他画像
2273,,"横山町公園（八王子市） - 屋外ステージ","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2274,https://ameblo.jp/asamifg/image-12228510624-13820993621.html,国立西洋美術館ー講堂,東京文化会館,2016,無し,無し,なし,なし
2278,,横山町公園（八王子市）|駅前銀座通り（八王子市）|西放射線ユーロード|ゆき乃恵（八王子市）|すず香（八王子市）,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2279,,"八幡八雲神社（八王子市） - 神楽殿","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2281,,"東京文化会館 - リハーサル室|東京文化会館 - 鑑賞室|文京シビックセンター|東京芸術劇場 - リハーサル室",東京文化会館,2016,無し,無し,なし,なし
2282,,染色工房藤本染工芸,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2283,,"安榮山明王院 福傳寺","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2288,,"いちょうホール（八王子市芸術文化会館） - エントランス","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,あり・その他画像
2289,,東京都立八王子特別支援学校,東京文化会館,2016,無し,無し,なし,なし
2290,,JR八王子駅周辺,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2291,,"「伝承のたまてばこ～多摩伝統文化フェスティバル2016～」 総合受付","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2292,,"「伝承のたまてばこ～多摩伝統文化フェスティバル2016～」 総合受付","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2293,,西放射線ユーロード,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2294,,"西放射線ユーロード - 入り口（北口ゲート）|横山町公園（八王子市） - 屋外ステージ","アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団",2016,有り,無し,公認プログラム,なし
2297,,"東京国立博物館|国立科学博物館|国立西洋美術館|東京都恩賜上野動物園|旧岩崎邸庭園　|東京都美術館|台東区立下町風俗資料館|台東区立朝倉彫塑館|台東区立書道博物館|上野の森美術館|東京藝術大学大学美術館|東京文化会館|国立国会図書館 - 国際子ども図書館|国立近現代建築資料館",アーツカウンシル東京|上野「文化の杜」新構想実行委員会,2016,有り,無し,なし,なし
2312,,"東京文化会館 - 鑑賞室",東京文化会館,2016,無し,有り,なし,なし
2314,http://www.t-bunka.jp/old/sponsership/spo_161120a.html,"東京文化会館 - 大リハーサル室",東京文化会館|アーツカウンシル東京|東京都,2016,無し,有り,なし,あり・チラシ画像
2316,https://www.artscouncil-tokyo.jp/ja/events/14768/,"上野恩賜公園  - 不忍池（ボート池）|上野恩賜公園 - 噴水広場 東側|上野恩賜公園 - 弁天堂（不忍池）|上野恩賜公園 - 噴水広場|国立西洋美術館 - 地下2階講堂|東京藝術大学 - 奏楽堂|国立西洋美術館 - 前庭|東京藝術大学 - 美術学部 中央棟 第1講義室|国立科学博物館|東京藝術大学|東京都美術館|東京都恩賜上野動物園|東京都恩賜上野動物園 - 東園 動物慰霊碑横テント",アーツカウンシル東京|上野「文化の杜」新構想実行委員会,2016,有り,有り,なし,なし
2327,https://www.artscouncil-tokyo.jp/ja/events/16717/,"上野恩賜公園  - 不忍池（ボート池）",アーツカウンシル東京|上野「文化の杜」新構想実行委員会,2016,有り,無し,なし,なし
2328,,"国立科学博物館 - コンパス|東京都美術館 - 交流棟 2F アートスタディルーム|東京国立博物館 - 東洋館",アーツカウンシル東京|上野「文化の杜」新構想実行委員会,2016,有り,有り,なし,なし
2331,,"東京国立博物館|国立国会図書館 - 国際子ども図書館|東京文化会館 - 大会議室|旧平櫛田中邸|谷中エリア|上野恩賜公園（上野公園）",アーツカウンシル東京|上野「文化の杜」新構想実行委員会,2016,有り,無し,なし,なし
2334,http://www.t-bunka.jp/old/sponsership/spo_161120a.html,"東京文化会館 - 大リハーサル室",東京文化会館|アーツカウンシル東京|東京都,2016,無し,有り,なし,あり・チラシ画像
2335,http://www.t-bunka.jp/old/sponsership/spo_161120b.html,"東京文化会館 - 大リハーサル室",東京文化会館|アーツカウンシル東京|東京都,2016,無し,有り,なし,あり・チラシ画像
2337,http://www.t-bunka.jp/old/sponsership/spo_170226a.html,"東京文化会館 - 大リハーサル室",東京文化会館|アーツカウンシル東京|東京都,2016,無し,有り,なし,あり・チラシ画像
2338,http://www.t-bunka.jp/old/sponsership/spo_170226a.html,"東京文化会館 - 大リハーサル室",東京文化会館|アーツカウンシル東京|東京都,2016,無し,有り,なし,あり・チラシ画像
2339,http://www.t-bunka.jp/old/sponsership/spo_170226b.html,"東京文化会館 - 大リハーサル室",東京文化会館|アーツカウンシル東京|東京都,2016,無し,有り,なし,あり・チラシ画像
2358,http://90th.tobikan.jp/forum.html,"東京都美術館 - 講堂",東京都美術館,2016,無し,有り,なし,あり・チラシ画像
2360,http://90th.tobikan.jp/archives.html,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",東京都美術館,2016,無し,有り,なし,あり・チラシ画像
2363,https://www.tobikan.jp/exhibition/h28_titian.html,"東京都美術館 – 1F 企画展示室|東京都美術館 – LBF 企画展示室|東京都美術館 – 2F 企画展示室",東京都美術館|NHK|NHKプロモーション|読売新聞社,2016,有り,有り,なし,あり・チラシ画像
2366,,東京都美術館,東京都美術館,2016,無し,有り,なし,あり・その他画像
2368,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2369,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2370,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2371,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2374,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2375,http://www.tokyoartsandspace.jp/residence/cat118/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,,なし
2376,https://www.tobikan.jp/exhibition/h28_newwave.html,"東京都美術館 – B2F ギャラリーC",東京都美術館,2016,有り,有り,なし,あり・チラシ画像
2383,http://www.tokyoartsandspace.jp/residence/cat118/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2384,http://www.tokyoartsandspace.jp/residence/cat118/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2385,http://www.tokyoartsandspace.jp/residence/cat118/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2386,http://www.tokyoartsandspace.jp/residence/cat118/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2387,http://www.tokyoartsandspace.jp/residence/cat118/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2388,http://www.tokyoartsandspace.jp/residence/exchange/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2389,http://www.tokyoartsandspace.jp/residence/exchange/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2390,http://www.tokyoartsandspace.jp/residence/exchange/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2391,https://www.teien-art-museum.ne.jp/exhibition/180321-0612_wallsthattalk.html#outline,"東京都庭園美術館 - 本館（旧朝香宮邸）",東京都庭園美術館,2017,有り,有り,なし,あり・チラシ画像
2392,http://www.tokyoartsandspace.jp/residence/exchange/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2393,http://www.tokyoartsandspace.jp/residence/exchange/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2394,http://www.tokyoartsandspace.jp/residence/exchange/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2396,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,"東京都庭園美術館 - 新館 ギャラリー2",東京都庭園美術館|株式会社ジャパン・アーツ,2017,無し,有り,なし,なし
2397,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,"東京都庭園美術館 - 新館 ギャラリー2",東京都庭園美術館|株式会社ジャパン・アーツ,2017,無し,有り,なし,なし
2398,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,"東京都庭園美術館 - 新館 ギャラリー2",東京都庭園美術館|株式会社ジャパン・アーツ,2017,無し,有り,なし,なし
2399,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,"東京都庭園美術館 - 新館 ギャラリー2",東京都庭園美術館|株式会社ジャパン・アーツ,2017,無し,有り,なし,なし
2400,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,"東京都庭園美術館 - 本館（旧朝香宮邸）大広間",東京都庭園美術館|株式会社ジャパン・アーツ,2017,無し,有り,なし,なし
2406,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2407,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2408,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2409,,"東京都美術館 - 交流棟 2F アートスタディルーム",東京都美術館,2016,無し,有り,なし,なし
2410,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2411,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2412,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2413,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2414,,東京都美術館,東京都美術館,2016,無し,有り,なし,なし
2415,https://www.tobikan.jp/exhibition/h28_goghandgauguin.html,"東京都美術館 - 講堂",東京都美術館,2016,有り,有り,なし,なし
2416,https://www.tobikan.jp/exhibition/h28_titian.html,"東京都美術館 - 講堂",東京都美術館,2016,有り,有り,なし,なし
2417,https://www.tobikan.jp/exhibition/h28_tokyosho2017.html,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室|東京都美術館 - LBF 企画棟ホワイエ",東京都美術館,2016,有り,有り,なし,なし
2418,https://www.tobikan.jp/exhibition/h28_newwave.html,"東京都美術館 – B2F ギャラリーC",東京都美術館,2016,有り,有り,なし,なし
2421,http://www.tokyoartsandspace.jp/residence/cat119/index.shtml#page=1/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2422,http://www.tokyoartsandspace.jp/residence/cat119/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2423,http://www.tokyoartsandspace.jp/residence/cat119/index.shtml#page=1/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2424,http://www.tokyoartsandspace.jp/residence/cat115/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2425,http://www.tokyoartsandspace.jp/residence/cat115/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2426,,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2427,,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2428,http://www.tokyoartsandspace.jp/residence/cat115/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2430,http://www.tokyoartsandspace.jp/residence/cat115/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2431,https://www.artscouncil-tokyo.jp/ja/events/13628/,"代々木公園 - 屋外ステージ",アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ,2016,有り,無し,なし,なし
2433,https://www.artscouncil-tokyo.jp/ja/events/13624/,"渋谷マークシティ - イーストモール1階 イベントスクエア",アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ,2016,有り,無し,なし,あり・その他画像
2435,http://www.tokyoartsandspace.jp/residence/cat115/index.shtml#page=2/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2437,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=4/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2438,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,"東京都庭園美術館 - 本館（旧朝香宮邸）大広間",東京都庭園美術館|株式会社ジャパン・アーツ,2017,無し,有り,なし,なし
2439,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,"東京都庭園美術館 - 本館（旧朝香宮邸）大広間",東京都庭園美術館|株式会社ジャパン・アーツ,2017,無し,有り,なし,なし
2440,https://www.artscouncil-tokyo.jp/ja/events/13631/,"代々木公園 - 野外ステージ",アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ,2016,有り,無し,なし,なし
2441,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,"東京都庭園美術館 - 本館（旧朝香宮邸）大広間",東京都庭園美術館|株式会社ジャパン・アーツ,2017,無し,有り,なし,なし
2443,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=4/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2444,https://www.artscouncil-tokyo.jp/ja/events/13631/,"代々木公園 - 野外ステージ",アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ,2016,有り,無し,なし,あり・その他画像
2454,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=4/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2455,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=4/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2457,,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",東京都江戸東京博物館,2016,無し,有り,なし,なし
2458,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=3/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2459,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=3/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2461,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=3/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2462,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=3/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2463,https://www.artscouncil-tokyo.jp/ja/events/13635/,"代々木公園 - イベント広場",アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ,2016,有り,無し,なし,なし
2464,http://www.tokyoartsandspace.jp/residence/research-residence/index.shtml#page=3/quatity=10,トーキョーアーツアンドスペースレジデンシー,トーキョーワンダーサイト,2017,有り,無し,なし,なし
2466,https://www.artscouncil-tokyo.jp/ja/events/13645/,"代々木公園 - けやき並木",アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ,2016,有り,無し,なし,なし
2470,,東京都江戸東京博物館,,2016,無し,有り,なし,なし
2471,https://www.artscouncil-tokyo.jp/ja/events/13638/,"studio mission（渋谷区）",アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ,2016,有り,無し,なし,あり・その他画像
2473,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,無し,なし,なし
2477,https://www.artscouncil-tokyo.jp/ja/events/13642/,"代々木公園 - イベント広場",アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ,2016,有り,無し,なし,なし
2478,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2479,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2480,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2481,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2483,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2484,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2485,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2486,https://www.tobikan.jp/exhibition/h28_titian.html,"東京都美術館 – 1F 企画展示室|東京都美術館 – 2F 企画展示室|東京都美術館 – LBF 企画展示室",東京都美術館|NHK|NHKプロモーション|読売新聞社,2017,有り,有り,,あり・チラシ画像
2487,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2489,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2490,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2494,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2498,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2501,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2504,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2505,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2506,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2507,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2509,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2513,,東京都江戸東京博物館,東京都江戸東京博物館,2016,無し,有り,なし,なし
2517,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2519,https://www.tobikan.jp/exhibition/2017_babel.html,"東京都美術館 – 1F 企画展示室|東京都美術館 – 2F 企画展示室|東京都美術館 – LBF 企画展示室",東京都美術館|朝日新聞社|ＴＢＳ|BS朝日,2017,有り,有り,,あり・チラシ画像
2523,,こまばアゴラ劇場,アーツカウンシル東京,2016,無し,無し,,なし
2528,,,アーツカウンシル東京,2016,無し,無し,,なし
2529,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2530,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2533,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2534,,,アーツカウンシル東京,2016,無し,無し,,なし
2535,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2536,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2537,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2538,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2539,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2540,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2541,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2543,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2544,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2545,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
2546,,"東京都江戸東京博物館 - 5F 常設展示室",東京都江戸東京博物館,2016,無し,有り,なし,なし
